xmin,ymin,xmax,ymax,zloc
580,175,637,229,22
367,184,423,212,37
459,180,487,198,58
636,171,678,189,60
922,105,1237,373,3
358,140,466,373,5
168,108,498,347,8
426,136,555,254,15
875,155,956,297,9
758,159,785,253,14
1126,213,1216,332,7
1215,149,1241,308,8
970,162,1009,266,12
944,165,977,256,13
272,172,303,248,16
550,153,610,200,40
955,144,1241,363,7
97,189,416,374,7
383,188,507,273,14
690,172,766,241,18
886,158,1225,263,11
501,175,552,220,29
507,175,565,209,34
382,173,445,195,56
708,175,786,226,23
750,168,831,214,26
898,161,976,187,40
945,133,1017,289,9
604,175,631,201,46
1066,208,1241,374,1
696,177,797,251,16
804,175,1231,374,6
137,195,296,251,21
0,197,121,254,21
686,177,756,234,21
704,170,714,204,35
658,175,699,208,35
572,175,620,219,28
0,34,336,375,6
249,183,356,241,20
388,169,486,239,20
378,181,441,217,31
470,180,519,213,33
503,160,545,203,45
531,177,556,199,56
294,181,361,217,33
587,173,609,195,58
617,160,649,189,76
191,162,267,220,35
273,185,340,218,35
458,178,510,212,34
1211,182,1223,369,1
386,180,444,211,37
736,173,850,269,13
701,174,793,240,18
667,175,718,215,29
654,176,685,203,40
562,147,622,331,7
0,0,91,369,3
413,184,514,258,16
546,178,574,203,48
316,176,358,203,53
592,176,633,217,31
444,183,520,206,46
581,178,621,204,41
0,34,379,374,7
352,178,504,251,16
499,161,527,237,17
527,166,550,227,21
534,164,558,226,22
783,160,835,207,27
1109,159,1241,200,27
578,139,635,208,42
259,191,333,227,34
354,182,400,210,53
583,176,600,190,69
399,179,460,218,31
599,177,628,205,44
639,163,683,194,73
294,163,356,215,42
309,187,371,220,34
0,187,253,348,7
0,179,306,301,9
702,190,818,269,15
154,183,390,276,12
231,172,417,261,14
307,177,446,241,19
749,187,892,233,22
381,159,494,218,28
634,162,675,205,42
437,179,524,207,38
464,174,539,205,43
624,163,652,196,60
169,160,207,212,26
154,148,234,206,29
219,163,294,205,32
287,162,371,197,33
479,153,554,194,39
564,160,623,188,44
597,167,659,188,49
636,166,682,187,50
656,167,708,187,51
680,164,740,186,52
721,154,782,182,57
747,162,800,181,59
11,188,331,362,8
453,171,494,246,18
488,172,520,241,19
410,182,489,230,25
524,172,543,212,33
503,181,546,206,44
640,176,671,201,45
793,175,1241,374,5
611,169,712,237,18
529,173,582,206,32
881,172,1181,285,10
480,169,538,194,47
575,168,636,194,44
674,168,715,188,51
329,176,480,292,12
479,181,539,232,23
535,174,586,205,37
686,177,706,221,21
557,182,613,227,24
239,182,282,201,56
567,172,677,278,12
878,146,955,252,13
0,0,475,374,10
486,171,540,211,27
90,189,399,374,7
462,165,526,188,50
255,178,668,374,6
607,178,830,328,9
1147,201,1241,374,6
808,182,933,262,15
957,177,1024,218,31
1126,191,1210,261,18
195,187,436,361,9
523,185,578,221,34
697,182,723,236,18
744,184,762,199,77
0,216,151,374,5
1006,208,1241,374,1
666,181,749,241,19
503,182,540,207,44
406,187,485,239,23
442,184,507,225,28
264,202,416,282,15
652,172,725,242,17
0,221,277,374,4
422,183,525,247,18
835,143,904,336,6
754,143,793,260,11
768,145,800,258,11
651,141,671,202,20
281,138,321,259,11
479,152,500,209,19
497,149,517,209,19
419,139,446,218,17
405,140,424,208,19
619,141,636,195,25
0,0,268,369,3
1031,180,1241,374,2
752,171,911,266,13
709,129,795,223,23
589,177,627,207,37
440,185,507,225,23
356,185,390,210,50
409,183,484,243,20
1050,172,1241,374,1
0,204,178,374,6
307,187,430,261,17
388,186,470,237,22
433,184,491,225,27
464,183,513,216,33
787,153,899,196,29
760,154,842,191,34
1124,132,1241,173,28
1079,131,1216,173,31
1049,137,1181,171,34
1022,141,1144,174,36
497,180,537,206,41
665,170,706,202,35
357,191,449,267,16
442,183,467,212,42
528,183,553,203,61
592,170,625,202,39
680,157,745,189,72
346,144,434,210,43
653,177,691,207,35
739,187,904,294,11
1237,212,1241,371,1
741,176,793,210,32
1227,0,1241,338,3
963,200,1241,374,3
154,183,329,251,17
402,167,425,235,18
980,164,1115,258,13
564,171,659,208,32
798,168,900,199,36
1069,156,1180,197,34
563,174,632,203,39
245,179,341,213,32
568,176,593,193,63
277,146,389,354,6
0,202,230,374,2
407,187,512,250,19
464,175,526,225,27
527,174,556,198,44
536,167,563,194,50
537,174,560,194,61
572,161,601,191,76
28,197,145,247,24
187,192,248,216,50
480,161,519,192,83
584,172,604,188,59
560,170,578,185,71
124,180,273,242,19
802,176,1122,360,7
729,177,854,267,13
694,177,783,240,19
681,175,741,220,25
663,174,707,210,30
560,171,583,188,61
560,172,676,282,12
975,158,1241,374,5
0,172,46,273,10
503,170,540,199,53
775,165,801,220,21
929,168,941,207,27
1017,161,1031,213,25
986,168,994,204,36
71,189,163,219,35
836,120,1241,374,4
734,178,958,323,9
645,179,743,243,18
443,176,468,233,23
363,188,442,241,21
603,169,674,222,25
470,176,491,226,25
265,182,500,339,8
467,175,547,234,18
594,166,642,210,27
552,164,591,199,34
190,211,286,273,22
38,214,176,294,15
982,153,1241,241,13
859,158,1089,227,16
666,163,687,179,67
545,171,723,343,8
601,137,744,196,46
0,187,142,274,14
336,179,402,215,34
711,132,937,201,36
601,182,678,255,17
741,175,892,249,17
696,180,781,223,27
670,182,744,213,34
0,206,99,297,11
397,187,471,232,27
514,182,552,210,44
564,181,591,201,60
302,191,392,234,27
363,182,424,223,34
433,183,481,211,44
501,185,543,204,57
161,188,258,232,26
156,186,254,217,37
526,176,575,214,29
575,174,603,198,45
779,167,788,199,39
554,169,591,195,42
588,170,615,190,52
328,174,450,222,24
329,167,398,200,38
90,156,148,299,8
0,212,77,323,8
0,0,454,375,11
406,180,475,229,24
446,183,496,218,31
705,184,737,207,46
778,185,809,200,67
0,210,333,374,5
273,168,459,304,11
494,183,553,224,28
0,196,179,312,11
690,151,732,187,78
295,187,388,237,23
350,178,431,227,28
433,182,484,213,37
461,181,504,208,42
601,175,628,202,45
287,187,372,228,28
583,179,637,223,24
114,182,393,308,10
365,165,509,234,20
411,163,515,224,23
647,155,699,204,37
586,174,620,205,37
233,153,472,274,12
112,130,290,223,27
568,175,624,230,23
185,197,374,295,14
640,176,661,194,58
817,164,849,186,61
837,155,864,187,56
570,179,594,198,58
535,181,572,210,39
573,185,621,223,26
510,182,557,213,33
401,179,436,199,49
202,179,305,230,24
600,166,623,198,53
564,166,593,190,47
615,163,639,184,56
586,173,607,189,57
562,173,581,188,68
581,176,599,190,66
401,180,462,219,29
217,178,248,212,38
171,186,262,225,29
286,170,346,204,48
336,176,368,200,54
801,165,940,220,22
643,167,673,192,44
726,183,826,254,16
895,181,1037,254,15
379,194,418,230,36
0,210,353,374,3
853,158,916,298,9
767,178,814,283,10
270,185,454,303,10
533,172,593,227,22
516,169,563,209,30
408,176,462,210,31
589,170,620,201,34
819,179,852,208,37
173,167,400,270,14
269,172,449,242,18
821,150,899,199,32
878,160,947,195,33
343,177,481,225,23
372,176,478,219,26
382,169,506,215,28
120,185,434,374,7
942,178,1241,374,3
756,180,1021,347,8
671,176,739,230,21
555,177,575,193,70
1169,184,1241,374,2
452,162,723,270,13
0,163,29,205,25
1204,175,1241,292,10
837,176,957,233,20
983,165,1061,207,28
580,178,618,213,35
0,194,358,375,5
0,190,214,318,10
300,187,401,241,21
422,188,521,253,18
391,183,454,220,30
480,184,530,217,33
521,160,558,203,49
0,189,80,276,12
58,187,224,253,19
271,186,347,221,29
757,137,812,307,8
0,190,398,374,5
524,182,567,215,34
243,181,439,304,11
660,169,694,202,38
276,188,412,270,15
746,177,961,314,9
705,176,825,258,15
373,187,453,244,21
756,157,774,217,24
771,156,788,216,23
693,178,765,232,20
460,175,496,276,11
427,170,461,277,11
696,162,727,236,18
734,160,762,236,18
389,167,424,238,16
507,173,566,218,25
544,172,579,201,36
606,169,639,199,38
734,174,973,328,9
0,198,176,303,11
1118,196,1241,374,1
700,171,809,254,15
342,189,463,268,15
418,175,500,240,21
665,174,729,225,23
469,177,528,227,26
643,146,700,206,37
626,175,649,193,59
532,181,557,197,62
329,190,467,291,13
1089,138,1199,372,5
512,171,596,240,17
787,154,817,247,13
634,127,715,218,23
339,189,529,308,11
488,185,596,259,17
581,185,657,235,23
797,168,841,195,49
421,183,507,208,41
685,181,735,235,23
646,188,674,211,48
396,185,438,210,44
453,183,489,207,44
504,182,524,198,68
202,195,364,285,13
687,174,788,245,17
332,190,436,250,19
420,178,487,227,27
455,181,505,217,34
634,175,654,192,66
1191,133,1241,194,27
451,167,487,205,40
511,167,565,267,13
904,172,1241,374,5
645,179,866,314,9
62,196,282,314,11
205,180,331,267,17
576,171,681,249,16
542,175,625,231,21
280,191,352,246,22
726,160,756,231,17
311,186,366,227,27
527,177,581,217,26
0,204,156,374,5
332,177,493,226,21
685,170,871,235,17
667,161,828,225,21
403,175,508,210,31
438,175,524,203,38
561,178,588,199,51
634,135,694,207,41
52,184,162,228,28
143,185,235,218,33
234,183,299,211,41
289,181,335,205,46
324,182,366,203,52
379,179,410,197,63
401,183,495,210,37
0,221,256,374,2
480,186,545,232,25
0,197,202,374,3
20,188,347,290,11
160,187,402,268,14
288,185,426,245,19
662,181,756,248,17
392,180,494,220,28
640,176,680,210,32
618,165,637,188,78
827,163,1241,374,4
0,193,198,359,7
723,185,916,303,10
674,171,752,237,19
269,177,455,243,18
337,164,457,227,23
409,176,507,214,28
480,163,546,194,50
648,176,689,208,33
625,172,646,188,67
1182,185,1238,226,27
0,77,357,374,4
771,190,1079,360,8
1044,218,1241,374,2
233,172,444,316,9
678,174,759,233,20
651,172,713,219,24
638,173,686,209,30
737,149,801,300,8
0,219,304,374,2
715,187,870,299,11
520,178,569,220,28
661,179,723,228,24
557,179,585,204,43
645,177,677,205,44
544,129,614,214,35
16,190,122,230,32
120,190,193,219,39
168,186,232,212,44
223,184,272,210,50
793,119,879,225,20
759,162,790,200,33
846,154,871,196,18
594,161,622,191,75
750,184,940,276,13
136,183,252,232,29
581,176,600,190,65
292,183,399,243,19
888,139,989,320,7
593,171,626,203,39
691,157,760,188,71
407,152,467,202,55
505,146,603,326,7
750,163,1068,365,7
0,207,285,374,2
658,173,712,218,24
702,152,744,186,58
597,174,657,232,21
934,147,969,186,41
1149,147,1241,208,23
692,185,785,256,17
672,181,745,236,22
652,159,715,223,30
525,181,558,214,35
360,189,501,280,14
523,182,564,211,37
0,206,223,374,5
133,193,387,317,10
852,189,1241,374,5
451,179,512,221,26
762,182,958,306,10
726,178,834,253,16
479,178,532,215,31
694,177,750,219,27
166,202,418,374,8
366,190,485,275,15
466,181,550,237,22
799,185,902,336,7
380,188,463,258,17
449,181,474,208,43
532,181,557,200,62
0,193,109,361,6
366,177,425,208,38
449,177,493,215,36
380,168,434,209,54
237,193,343,256,19
141,198,259,255,22
435,184,444,209,51
1235,148,1241,285,7
209,189,283,212,49
907,169,948,191,50
365,166,456,205,39
880,163,904,241,15
438,174,518,207,34
639,171,669,190,67
576,174,629,200,44
895,148,1037,292,12
493,190,662,278,15
364,168,545,272,16
758,171,835,230,19
968,163,1031,211,27
1023,140,1093,200,36
949,119,1014,202,35
214,211,474,272,17
182,193,374,264,18
99,201,248,258,20
139,203,269,260,19
272,179,331,224,33
758,173,779,190,64
492,164,551,210,42
537,179,570,205,41
608,166,627,193,63
672,173,763,256,15
395,187,522,269,15
1078,85,1237,373,5
222,222,364,373,6
476,158,522,291,10
434,164,486,296,9
614,157,644,236,16
617,157,647,214,24
669,158,689,235,16
558,166,592,192,44
420,163,448,241,17
697,159,720,225,18
1109,147,1241,274,12
0,183,130,372,6
0,155,297,316,8
199,163,425,252,15
40,174,348,275,11
444,174,546,206,33
1016,162,1184,230,20
662,165,766,206,32
135,180,179,293,10
1,166,62,259,14
1122,213,1241,374,5
400,165,421,231,20
419,155,471,309,8
817,158,855,233,18
848,164,872,220,22
865,186,890,219,22
746,170,759,205,34
482,183,545,227,27
557,180,582,198,62
0,176,75,220,25
231,158,282,190,58
572,179,604,208,41
0,214,139,375,3
21,186,254,293,12
217,186,352,252,18
306,119,477,271,16
463,184,518,224,28
493,184,531,211,39
536,174,556,196,74
0,184,167,270,15
683,157,747,299,8
612,168,634,236,18
619,161,649,238,17
875,152,988,373,6
1111,115,1237,373,4
388,147,553,274,14
500,156,587,238,20
0,194,276,374,5
290,186,436,286,12
0,157,184,370,6
0,175,299,314,8
181,171,428,255,14
359,174,504,222,23
345,139,517,222,26
665,178,735,229,22
730,173,823,212,27
542,179,567,201,48
164,164,255,373,6
897,147,947,252,12
677,161,746,221,24
851,149,943,312,6
585,178,639,222,24
0,41,311,374,5
401,166,525,224,23
435,163,528,215,27
482,167,555,203,37
588,174,622,205,37
313,157,504,249,16
179,133,324,214,30
584,176,638,226,24
329,187,398,219,32
445,182,477,202,53
460,178,490,198,59
639,171,685,191,55
665,175,791,261,14
0,187,365,374,5
113,164,150,335,7
160,189,332,252,18
500,173,551,217,28
632,176,695,222,27
164,167,206,339,7
528,179,562,206,41
619,170,649,202,44
222,192,371,272,15
458,176,489,220,27
627,173,668,195,54
510,179,547,203,49
668,172,691,193,57
1084,208,1241,374,1
0,213,353,374,7
712,183,868,294,11
346,184,473,270,16
468,183,521,225,30
577,177,587,200,54
635,178,655,195,67
747,0,1241,374,6
0,165,270,326,8
0,174,349,289,10
233,169,448,243,16
378,172,511,217,25
362,140,521,217,28
661,176,724,223,24
417,177,498,255,16
644,180,690,216,34
0,179,76,229,24
431,183,516,239,20
590,174,629,213,32
784,194,1241,374,4
407,179,651,309,10
559,178,621,234,22
105,183,300,277,14
372,178,504,274,14
488,178,548,226,26
301,184,367,217,32
593,175,621,203,42
800,183,1241,374,6
738,176,917,302,10
737,167,754,219,23
653,176,698,216,29
641,172,669,199,48
365,188,435,230,26
405,182,461,220,31
444,181,489,210,39
214,173,274,201,41
316,172,351,193,56
585,171,640,226,23
735,175,746,198,53
773,145,863,322,7
571,174,619,218,28
0,64,368,375,7
401,169,491,234,21
386,180,446,215,32
475,179,521,211,34
506,160,546,202,46
532,177,556,198,57
32,154,105,303,8
211,185,306,286,12
610,178,635,201,51
458,184,510,214,39
485,177,529,210,44
656,176,683,201,47
932,164,1013,191,38
572,180,612,218,33
498,149,551,204,54
123,195,258,252,22
339,187,395,218,38
638,176,666,199,46
689,183,775,244,18
852,187,1241,374,6
705,175,743,201,42
759,176,831,216,28
944,0,1241,334,9
542,181,567,199,51
331,186,426,240,21
455,181,535,241,21
585,169,607,197,62
525,177,541,192,70
354,181,477,224,27
468,187,538,242,20
3,180,339,287,11
0,185,259,323,8
789,210,1241,374,5
555,178,609,228,25
0,179,311,375,3
193,177,341,257,16
430,178,524,248,19
365,182,431,222,28
178,184,284,232,23
489,181,537,216,32
521,181,553,205,44
540,167,562,194,77
331,181,387,212,37
0,190,79,268,13
12,191,357,374,7
607,168,701,202,38
452,178,485,204,46
742,157,772,177,67
1073,196,1241,374,1
808,182,847,259,14
424,187,524,266,15
676,176,781,260,16
664,185,735,240,20
651,174,714,228,25
534,181,570,211,40
640,172,680,210,40
597,188,678,255,16
294,184,373,225,30
667,163,722,220,29
502,174,517,234,22
402,178,446,208,44
477,183,556,211,37
508,185,568,210,44
581,183,627,224,29
0,215,166,375,3
0,199,210,295,11
305,187,447,273,14
422,182,496,230,24
479,182,525,214,33
520,168,551,202,48
55,163,228,245,19
0,205,155,374,3
73,189,412,370,8
1181,145,1241,255,12
1007,160,1165,250,13
925,162,1058,238,16
882,163,1010,225,19
846,163,967,219,22
815,169,935,215,25
702,173,819,263,14
739,164,826,202,33
613,139,672,201,47
280,174,326,194,52
202,157,260,192,54
570,169,617,216,27
355,184,452,221,29
394,179,474,213,34
38,198,422,316,9
812,151,1241,319,8
404,181,534,223,25
781,169,956,246,15
790,168,1049,258,13
546,168,563,210,33
837,155,1018,285,11
783,129,862,217,24
1070,193,1175,374,5
825,155,846,190,22
3,181,115,227,26
335,182,473,268,14
258,177,309,203,44
298,175,348,200,49
498,172,546,213,32
710,173,782,225,22
728,165,785,185,54
529,169,539,201,38
791,162,838,199,31
874,161,937,183,53
1124,153,1203,182,49
362,176,412,197,53
1094,184,1223,235,24
1032,183,1157,232,23
952,181,1068,234,24
602,172,636,202,36
191,151,208,199,30
643,151,701,241,17
239,153,256,202,28
462,156,532,260,13
517,154,564,269,12
774,153,844,301,9
563,160,621,315,9
596,155,652,302,9
650,161,696,290,9
462,155,502,279,11
0,201,303,369,3
991,147,1029,217,18
438,170,514,209,30
376,173,414,195,54
821,70,1241,374,4
763,175,853,211,33
661,174,682,193,56
618,150,663,200,48
299,185,357,211,42
582,177,622,213,34
0,178,101,324,7
152,188,427,349,8
128,186,315,272,14
346,185,428,231,24
453,185,534,238,21
418,181,471,214,34
530,160,564,200,53
5,183,199,259,16
314,184,377,214,33
371,177,397,228,27
708,161,754,273,11
329,156,427,312,9
491,164,533,221,23
885,147,915,235,14
681,158,698,206,27
686,157,697,200,30
708,154,731,200,30
719,152,737,201,28
0,201,303,369,3
991,147,1029,217,18
432,174,466,200,42
416,173,446,192,66
1141,173,1241,272,13
450,154,666,259,15
901,174,1037,233,21
586,172,613,198,48
0,118,346,243,34
702,157,727,221,21
137,156,358,374,4
633,148,661,174,44
638,149,724,220,30
548,175,571,194,61
564,188,700,275,15
788,182,856,231,23
652,185,750,244,20
728,185,785,225,27
800,160,836,201,48
789,179,822,207,39
576,176,605,203,41
648,173,728,202,40
758,183,1001,317,9
234,179,450,333,10
690,164,830,257,16
381,181,486,273,15
427,190,506,242,22
496,178,533,212,42
667,174,912,269,13
1082,124,1177,316,6
225,164,344,351,7
788,167,1126,374,6
708,157,863,284,11
679,157,780,245,17
654,160,664,197,37
655,161,669,197,37
531,166,559,195,49
601,166,610,190,53
437,176,499,221,26
0,212,86,374,3
0,192,315,364,8
247,184,416,283,13
359,174,462,243,19
292,186,435,227,25
1008,190,1241,374,1
699,172,846,276,12
249,188,329,320,9
303,168,458,238,19
665,110,779,235,19
655,154,717,214,27
545,172,569,193,56
113,183,397,350,8
659,167,695,201,35
468,158,532,323,7
549,183,595,221,27
189,195,486,374,7
152,181,362,281,13
427,199,487,250,18
495,188,522,221,27
383,180,478,224,26
427,183,510,214,33
458,183,520,211,36
467,173,533,204,44
791,0,1164,374,3
661,182,750,251,17
635,182,690,223,26
612,136,674,213,36
54,185,194,236,23
558,179,593,210,38
512,183,557,216,35
553,180,577,199,59
0,210,142,374,3
28,184,141,226,28
142,186,223,221,34
470,184,533,229,25
548,179,571,199,61
585,178,632,225,27
1035,189,1092,258,18
0,162,291,363,8
782,165,807,235,18
759,170,774,214,28
749,166,763,214,28
361,146,434,314,8
631,166,712,224,24
412,184,468,231,24
445,187,486,217,33
711,156,817,270,14
361,189,520,269,16
229,167,412,266,17
613,174,679,226,21
1012,174,1223,265,14
796,164,845,205,31
844,145,901,197,41
1125,162,1241,257,14
783,125,839,199,39
70,211,336,270,17
27,193,236,265,18
0,201,113,260,18
109,179,176,226,32
586,177,612,203,48
408,180,458,214,37
390,174,434,209,46
486,172,511,197,70
462,174,549,238,18
523,175,568,212,29
601,169,640,204,33
214,155,399,268,14
566,167,597,194,43
520,177,557,197,54
716,176,739,196,54
753,189,912,286,12
1198,156,1241,264,11
721,182,815,249,18
474,183,539,226,28
980,171,1202,239,17
501,182,556,219,33
1097,170,1241,254,14
689,174,719,203,47
240,186,349,221,33
0,211,147,374,5
50,198,316,336,10
847,184,1037,337,7
953,185,1192,374,6
486,185,545,236,24
531,184,565,214,38
546,172,574,205,57
645,182,750,223,30
639,182,732,214,36
620,180,690,209,43
564,177,585,197,77
422,170,526,261,17
697,183,717,234,25
0,208,281,360,9
1039,133,1241,249,11
991,135,1199,233,13
909,144,1106,225,16
845,154,1015,218,18
377,189,469,240,22
698,176,804,246,17
679,173,748,229,22
525,163,548,191,75
553,173,617,237,20
785,178,800,210,37
0,90,133,290,14
132,203,201,240,31
198,196,244,230,39
799,177,829,197,52
870,174,897,188,71
42,0,406,374,6
626,173,741,276,11
609,163,646,266,12
773,187,959,305,11
420,183,510,243,21
1185,179,1241,276,10
469,181,535,229,26
502,185,553,220,31
522,183,567,214,36
131,185,276,230,26
592,163,619,193,75
770,179,929,245,17
227,190,296,223,36
316,182,376,212,46
87,198,117,232,38
586,174,613,201,46
440,175,533,251,17
0,199,125,307,11
269,185,343,226,30
660,162,710,216,23
432,175,442,222,24
578,172,650,238,19
215,178,438,318,10
284,184,383,234,22
419,177,500,234,21
477,180,522,212,33
507,179,544,206,41
514,146,562,198,54
258,184,344,223,29
472,177,484,205,48
345,185,402,214,42
166,140,302,226,39
264,145,359,212,49
601,184,665,237,21
857,170,882,225,23
967,175,1087,209,31
740,174,784,208,36
541,178,551,214,37
585,182,627,221,30
0,195,397,374,4
659,173,758,242,17
885,199,1241,374,2
257,162,286,284,10
514,173,559,213,31
635,171,689,212,30
271,172,299,298,10
539,175,569,199,44
624,168,652,197,47
668,193,764,262,17
702,161,728,213,27
680,170,690,201,42
792,161,842,235,18
455,122,556,221,34
501,178,542,200,50
715,176,739,197,51
594,177,636,217,30
0,193,152,284,13
124,183,282,251,19
727,174,871,240,18
687,178,808,230,21
675,174,778,224,25
673,175,768,215,29
662,174,748,212,32
537,180,555,194,74
640,177,690,196,57
634,172,678,191,71
578,175,635,231,22
1037,142,1135,351,6
537,170,608,229,20
787,155,820,244,13
641,130,718,216,24
0,189,239,329,10
339,190,430,241,22
0,204,402,374,5
543,164,572,193,51
574,174,610,206,37
0,205,118,311,9
227,189,418,299,11
231,177,348,242,19
397,182,484,236,21
468,181,519,216,30
515,167,548,203,45
0,161,176,257,16
501,179,555,218,30
424,186,805,324,9
1037,190,1241,343,7
545,172,584,202,37
612,168,639,192,48
589,168,610,187,59
793,103,1220,374,7
718,162,842,261,15
670,173,721,215,30
577,176,613,203,47
552,177,576,198,49
778,135,831,295,9
549,172,568,228,21
339,124,499,212,32
549,120,795,199,37
1192,230,1237,373,3
830,209,927,343,7
786,209,872,318,8
323,150,401,308,8
295,182,384,224,28
442,183,527,243,19
362,180,437,215,32
703,175,734,202,41
828,171,871,185,71
885,167,931,184,70
981,165,1241,374,1
0,151,311,335,8
0,178,144,374,6
778,195,1107,374,7
16,163,317,300,10
148,182,383,278,12
186,178,419,263,15
337,180,479,232,23
393,173,502,224,28
665,184,726,231,24
715,186,864,293,12
647,178,688,214,35
435,179,527,213,35
676,174,707,194,54
747,159,825,217,28
800,174,866,201,41
591,171,653,230,21
1010,177,1241,374,4
851,171,1106,326,8
793,160,982,268,12
699,151,850,230,19
676,169,778,213,26
655,169,719,195,44
248,174,352,226,25
448,148,513,206,40
327,176,398,216,31
458,174,496,194,55
260,178,318,211,33
547,177,572,199,56
543,181,571,204,51
612,174,666,226,24
476,180,542,225,25
426,182,489,219,29
0,179,367,375,4
225,177,358,251,18
440,178,528,245,20
378,182,439,219,30
201,184,299,229,25
493,181,539,216,33
523,181,554,204,45
541,167,562,194,78
343,181,396,211,38
0,189,117,268,15
655,180,747,211,35
435,182,507,237,24
30,151,111,353,7
479,183,535,287,11
859,165,891,251,13
401,174,430,276,12
510,172,539,254,15
775,161,808,238,16
595,170,616,231,21
572,172,589,221,25
873,0,1237,373,1
675,155,730,309,8
0,237,230,374,2
536,170,568,202,47
560,174,578,191,71
0,210,198,374,7
173,197,364,293,13
359,179,454,245,21
549,178,579,199,51
417,180,484,225,27
472,182,515,211,38
639,175,662,194,60
697,169,764,190,53
914,217,991,273,12
904,169,991,253,16
790,175,838,206,36
0,195,81,330,8
34,186,269,278,13
140,179,331,253,16
196,184,370,243,19
253,173,407,233,22
308,181,428,227,25
335,180,440,218,29
365,180,449,219,32
391,183,477,213,35
410,173,485,206,38
427,176,501,206,40
442,177,511,203,45
735,179,851,254,15
651,172,718,195,47
503,170,514,211,31
824,172,883,218,25
828,166,895,191,48
979,166,1068,190,45
1160,157,1241,188,43
365,179,427,203,45
595,175,616,189,75
560,175,584,190,75
672,176,749,232,21
380,192,460,240,23
444,181,500,223,31
470,183,514,215,38
1114,128,1241,186,31
0,203,89,252,25
0,168,274,255,14
1023,152,1237,256,13
807,144,972,217,21
1161,156,1241,207,23
788,189,1137,374,6
540,164,608,220,25
710,167,770,223,25
589,173,630,206,34
373,173,526,225,21
571,174,616,216,30
0,167,171,313,10
158,126,388,319,9
300,131,469,270,14
160,191,296,256,16
455,172,516,219,29
497,179,534,205,41
518,160,552,196,54
533,181,581,220,30
433,176,468,205,43
406,187,497,254,17
456,169,527,230,23
529,177,564,204,41
162,176,232,208,36
361,177,392,193,67
575,175,614,214,32
236,186,321,226,28
412,178,448,197,63
596,175,663,239,19
722,125,796,202,41
712,141,756,196,53
350,179,364,218,29
0,230,293,374,2
1051,218,1241,374,1
756,202,1114,374,6
459,189,552,264,17
514,174,584,240,22
557,178,612,228,28
621,185,663,212,44
80,206,243,294,15
0,213,139,290,17
136,200,220,225,46
857,174,899,198,46
304,150,441,259,17
49,201,198,265,18
1107,191,1241,374,1
791,177,961,298,11
737,178,832,249,17
585,174,634,207,39
622,178,661,202,47
682,176,708,193,62
295,120,487,266,15
584,172,624,211,34
888,161,929,197,35
534,177,552,229,22
492,170,519,242,17
718,165,736,221,25
735,166,757,219,25
1153,153,1241,294,9
1130,162,1178,284,9
1084,167,1137,297,8
341,142,409,338,7
853,174,1241,374,4
0,193,403,374,4
575,187,607,217,37
773,180,1052,275,12
756,181,978,257,15
710,182,860,232,22
744,179,920,247,17
203,201,468,374,8
0,201,238,324,10
454,185,514,209,45
0,200,171,374,0
1049,118,1241,279,9
169,190,411,340,9
340,182,483,269,14
974,155,1100,227,18
829,166,926,218,22
786,165,881,208,28
671,176,746,235,21
472,176,540,224,25
499,165,556,214,31
716,167,788,199,40
743,180,876,264,14
628,172,697,196,44
496,170,509,212,29
834,171,897,221,24
812,166,881,192,46
972,163,1062,188,44
1165,156,1241,189,42
372,179,436,204,44
255,181,310,204,48
557,175,582,190,74
631,165,671,197,38
560,169,599,204,30
555,168,585,193,42
595,165,613,181,67
601,181,678,244,17
1147,178,1241,230,21
770,172,834,221,25
657,164,704,213,33
515,170,531,220,27
435,177,470,201,52
475,178,550,211,36
583,181,627,222,29
303,181,465,292,12
525,182,563,212,37
565,181,583,198,69
365,178,397,200,64
590,179,632,221,30
392,186,510,263,16
545,181,577,204,50
0,91,256,284,16
465,171,495,204,63
549,181,567,195,69
644,146,665,204,21
280,138,318,259,11
835,184,926,369,5
914,169,1021,369,5
601,146,636,213,17
624,139,663,260,11
622,137,656,244,12
571,140,610,259,11
512,143,541,209,19
538,138,558,208,19
505,142,527,206,20
480,142,502,210,19
402,142,426,209,19
427,148,447,207,19
452,140,473,208,19
0,0,267,369,3
0,179,205,293,10
16,180,269,267,13
114,167,315,251,16
511,177,567,218,31
559,172,629,236,20
27,0,527,375,13
492,180,544,216,28
117,182,298,268,16
1055,23,1241,374,3
369,187,431,225,33
434,183,469,209,46
467,161,509,202,64
0,138,192,249,25
376,183,429,211,44
587,158,626,198,58
369,185,420,210,47
474,180,498,196,83
184,191,260,224,35
0,196,100,249,22
578,182,605,209,46
582,170,619,205,34
597,164,628,196,42
890,182,1241,374,3
747,173,960,337,8
722,170,844,267,13
662,164,719,215,26
222,182,357,250,18
639,167,664,191,51
0,192,291,341,8
124,189,403,273,13
1087,162,1241,374,4
396,170,416,227,24
990,159,1159,254,13
1094,153,1241,253,13
135,184,308,237,20
851,147,1241,374,3
454,182,548,254,18
692,165,804,258,18
669,182,731,232,25
430,182,532,261,16
692,184,844,294,12
688,180,775,250,17
524,182,565,218,31
646,177,692,216,32
274,172,321,195,49
315,170,355,192,57
348,172,377,190,64
583,170,638,225,23
722,178,731,199,57
513,133,581,215,36
2,196,83,230,34
83,190,163,222,40
148,191,205,215,46
